date,security_id,issuer,liquidity_score,trade_count_20d,active_days_20d,price_dispersion_bp
2025-05-28,WFC_2,WFC,0.8596350618051757,49,18,0.5
2025-05-28,WFC_3,WFC,0.8372536123957515,43,17,1.4573222204386906
2025-05-28,WFC_4,WFC,0.8254148528161269,49,16,1.7649975194447403
2025-05-28,WFC_5,WFC,0.8198540644372496,45,15,1.910204619725441
2025-05-29,JPM_1,JPM,0.9001149077954509,49,18,2.6963628557787134
2025-05-29,JPM_2,JPM,0.8961751548336719,52,16,2.3092699551640377
2025-05-29,JPM_3,JPM,0.9061882322546491,57,16,1.2698158588790271
2025-05-29,JPM_4,JPM,0.8840076658856837,44,15,1.892291998464883
2025-05-29,JPM_5,JPM,0.898025200305396,43,19,1.2830210544788518
2025-05-29,BAC_1,BAC,0.8490009544055822,53,18,2.123987407482133
2025-05-29,BAC_2,BAC,0.819046976123295,41,15,1.6128691658809018
2025-05-29,BAC_3,BAC,0.7980485109307144,42,16,2.9081722926293994
2025-05-29,BAC_4,BAC,0.8421880290896718,41,17,2.032725850025557
2025-05-29,BAC_5,BAC,0.8127803138786415,53,15,2.687690123751669
2025-05-29,C_1,C,0.7543545376819144,45,15,2.8348439147666107
2025-05-29,C_2,C,0.7820205461616705,39,16,3.175213529734975
2025-05-29,C_3,C,0.7703597777408356,44,15,4.037924685792432
2025-05-29,C_4,C,0.7493343273498728,36,16,3.3565532757939818
2025-05-29,C_5,C,0.7365472175359637,40,15,2.580066562353708
2025-05-29,WFC_1,WFC,0.8504079831803895,44,18,1.592776572333451
2025-05-29,WFC_2,WFC,0.8298930166701559,43,17,1.3385477937549752
2025-05-29,WFC_3,WFC,0.8368042749831677,46,18,2.2265644832106197
2025-05-29,WFC_4,WFC,0.8491034153053263,44,18,1.2997892148457844
2025-05-29,WFC_5,WFC,0.8215014707835833,47,16,0.9210088659255089
2025-05-30,JPM_1,JPM,0.869266661860993,46,17,2.1784546255772237
2025-05-30,JPM_2,JPM,0.8845371106093172,42,17,0.7926415761506989
2025-05-30,JPM_3,JPM,0.896236463147301,51,19,2.5191470302576313
2025-05-30,JPM_4,JPM,0.8798764558981265,41,19,1.0395514583911012
2025-05-30,JPM_5,JPM,0.8780135060422806,40,16,0.8402525533777457
2025-05-30,BAC_1,BAC,0.7899888476779184,48,16,3.1767160006025623
2025-05-30,BAC_2,BAC,0.8132568278974247,46,16,1.7696906042510263
2025-05-30,BAC_3,BAC,0.7921354186609496,38,16,2.1887894514755435
2025-05-30,BAC_4,BAC,0.8025264887915523,44,16,2.1624904380514316
2025-05-30,BAC_5,BAC,0.7762603812214959,39,15,3.0101433891212834
2025-05-30,C_1,C,0.7612151265563196,46,14,1.1840250969870063
2025-05-30,C_2,C,0.775456445896935,43,16,2.6490957614607615
2025-05-30,C_3,C,0.7801789504025664,43,16,1.9483072965735853
2025-05-30,C_4,C,0.7644159898361752,42,15,2.878251179595302
2025-05-30,C_5,C,0.7986588165200401,41,16,3.0200723673327072
2025-05-30,WFC_1,WFC,0.8254891888099801,50,16,0.9607724122008594
2025-05-30,WFC_2,WFC,0.8279642492969499,48,16,2.187392639270184
2025-05-30,WFC_3,WFC,0.8206892030144424,39,16,2.228319921029726
2025-05-30,WFC_4,WFC,0.8088933062451747,46,18,2.6251347829501235
2025-05-30,WFC_5,WFC,0.7941765782399833,44,16,2.7981919882608914
2025-06-02,JPM_1,JPM,0.9134282678764709,54,20,1.4228760541144538
2025-06-02,JPM_2,JPM,0.9174004833954224,46,20,0.7653945040094382
2025-06-02,JPM_3,JPM,0.9036211060116572,43,19,0.6811737776364518
2025-06-02,JPM_4,JPM,0.9004882326041515,55,19,0.8716073649612397
2025-06-02,JPM_5,JPM,0.8765567732506128,44,19,1.7745314789165607
2025-06-02,BAC_1,BAC,0.8362031652377849,43,18,2.4132187471493216
2025-06-02,BAC_2,BAC,0.8209297356273618,36,17,2.1994968858284403
2025-06-02,BAC_3,BAC,0.8142833498666759,49,18,1.8043991249294593
2025-06-02,BAC_4,BAC,0.8147803258575035,51,18,2.1105845441575397
2025-06-02,BAC_5,BAC,0.8105598396015162,46,16,2.916695972953794
2025-06-02,C_1,C,0.7987916170444369,42,18,2.1133333628960274
2025-06-02,C_2,C,0.7419801715707542,50,15,2.4283174908179928
2025-06-02,C_3,C,0.7697877008158175,53,17,2.3877496680423236
2025-06-02,C_4,C,0.7748828831896981,38,17,2.8936323816766034
2025-06-02,C_5,C,0.7671436941893774,46,14,2.4278584643334398
2025-06-02,WFC_1,WFC,0.8750176313079463,38,18,1.8765244162396508
2025-06-02,WFC_2,WFC,0.8454692773792226,44,16,2.6293548949932783
2025-06-02,WFC_3,WFC,0.8477665644179443,50,18,2.4424982446533043
2025-06-02,WFC_4,WFC,0.8252655963987611,45,17,2.3632940313232385
2025-06-02,WFC_5,WFC,0.8194795461737888,42,18,3.1654088967235166
2025-06-03,JPM_1,JPM,0.9176854490123735,47,20,0.5
2025-06-03,JPM_2,JPM,0.896238296542794,48,16,0.8219612819374985
2025-06-03,JPM_3,JPM,0.9064148736821596,48,18,0.8358718196352497
2025-06-03,JPM_4,JPM,0.8777552683309329,51,17,1.4473051211352101
2025-06-03,JPM_5,JPM,0.8790830457470985,45,18,1.5917102026805712
2025-06-03,BAC_1,BAC,0.8212501420323569,50,17,1.7154054959907523
2025-06-03,BAC_2,BAC,0.8193909626195008,51,18,3.1774461623514894
2025-06-03,BAC_3,BAC,0.8063995905682794,46,15,1.7354377014846207
2025-06-03,BAC_4,BAC,0.8217963188081973,42,18,0.5
2025-06-03,BAC_5,BAC,0.7892020364061678,49,19,2.2804508710598728
2025-06-03,C_1,C,0.7879868180823707,43,17,2.6998226222506836
2025-06-03,C_2,C,0.7821562908854602,44,17,3.449670720811243
2025-06-03,C_3,C,0.779263680322936,41,16,3.0764012208842706
2025-06-03,C_4,C,0.7591889298534426,35,15,2.4229661224343575
2025-06-03,C_5,C,0.7756261020596754,41,16,2.255099700930314
2025-06-03,WFC_1,WFC,0.8379723256603478,43,15,2.613156521668742
2025-06-03,WFC_2,WFC,0.8724864453475648,42,19,2.570711123505803
2025-06-03,WFC_3,WFC,0.853495914401939,48,14,0.5
2025-06-03,WFC_4,WFC,0.8141933054845629,40,17,1.3149629073054374
2025-06-03,WFC_5,WFC,0.8231048181785653,39,17,2.2471900438331724
2025-06-04,JPM_1,JPM,0.9077640410414726,54,19,1.8152784104390967
2025-06-04,JPM_2,JPM,0.9205279078367737,44,18,0.9043241353451082
2025-06-04,JPM_3,JPM,0.911681646858765,46,17,1.060202141997585
2025-06-04,JPM_4,JPM,0.8523581437268667,49,18,1.9417112741559348
2025-06-04,JPM_5,JPM,0.8796789259423625,52,17,1.5099463120751622
2025-06-04,BAC_1,BAC,0.8202591628503101,52,18,0.5
2025-06-04,BAC_2,BAC,0.8442494225884639,45,16,1.4545161847386006
2025-06-04,BAC_3,BAC,0.7987005129260831,40,17,2.7499791910361973
2025-06-04,BAC_4,BAC,0.7962452346592387,41,17,3.0921175070157085
2025-06-04,BAC_5,BAC,0.8111046060591308,46,14,2.0608240438002894
2025-06-04,C_1,C,0.7343325302744516,40,15,2.919967793396955
2025-06-04,C_2,C,0.7866659869695515,43,14,3.2587875896112313
2025-06-04,C_3,C,0.7886803863997716,41,16,2.5084908574786753
2025-06-04,C_4,C,0.7740465253403094,37,14,2.4737743020025373
2025-06-04,C_5,C,0.7687697234628201,44,13,2.823015535126571
2025-06-04,WFC_1,WFC,0.8341682466072039,44,19,0.8456741285373923
2025-06-04,WFC_2,WFC,0.8364213818720847,42,16,1.6307651000102437
2025-06-04,WFC_3,WFC,0.8407975651802558,53,16,2.080759449574965
2025-06-04,WFC_4,WFC,0.8328171771127977,49,16,2.0322416168776205
2025-06-04,WFC_5,WFC,0.8075010499006301,45,15,2.2094540936374822
2025-06-05,JPM_1,JPM,0.8948436836076858,53,18,0.905939656789725
2025-06-05,JPM_2,JPM,0.9056648942682409,48,19,0.5
2025-06-05,JPM_3,JPM,0.924558942787762,42,18,0.5
2025-06-05,JPM_4,JPM,0.8511491117743987,45,17,1.379597043455075
2025-06-05,JPM_5,JPM,0.8851640387459263,47,18,1.546562703678656
2025-06-05,BAC_1,BAC,0.8299068206608378,40,17,1.5556167946381518
2025-06-05,BAC_2,BAC,0.7864902550993715,49,15,1.8758401834918652
2025-06-05,BAC_3,BAC,0.8050966589872385,45,17,2.1718883100563167
2025-06-05,BAC_4,BAC,0.8009830119746153,37,15,2.0373215162771023
2025-06-05,BAC_5,BAC,0.8233189315430959,47,14,1.4153026333918273
2025-06-05,C_1,C,0.788875863611018,44,15,3.412654033996745
2025-06-05,C_2,C,0.7896578900012159,48,16,2.255111920149405
2025-06-05,C_3,C,0.775021701096017,42,17,1.989752393068906
2025-06-05,C_4,C,0.7413520977290364,38,15,1.8720191211423818
2025-06-05,C_5,C,0.7796592528841119,49,19,2.7982211480884147
2025-06-05,WFC_1,WFC,0.8225681918784336,49,15,0.946412495576368
2025-06-05,WFC_2,WFC,0.8434441341279577,45,18,1.908485998686146
2025-06-05,WFC_3,WFC,0.8249130840253854,44,16,2.6560328154894015
2025-06-05,WFC_4,WFC,0.825305749088238,41,12,2.2475216478486706
2025-06-05,WFC_5,WFC,0.7749161997605662,42,16,2.327864440175135
2025-06-06,JPM_1,JPM,0.93116488270296,45,19,0.5
2025-06-06,JPM_2,JPM,0.846684168555895,47,20,1.2687984683476015
2025-06-06,JPM_3,JPM,0.8889238984312277,46,18,1.0640808352831799
2025-06-06,JPM_4,JPM,0.8673610349555373,42,20,1.0192739770785477
2025-06-06,JPM_5,JPM,0.8590172835371175,49,15,2.0807157817864828
2025-06-06,BAC_1,BAC,0.8171453154782053,41,16,1.7540150821067095
2025-06-06,BAC_2,BAC,0.8245572406068141,41,16,2.097898043852911
2025-06-06,BAC_3,BAC,0.8457994719700075,50,18,1.4351090754968876
2025-06-06,BAC_4,BAC,0.7845536606793857,47,14,2.816912961016221
2025-06-06,BAC_5,BAC,0.8080782574828416,41,16,2.1582962847097233
2025-06-06,C_1,C,0.7667761523582179,46,14,2.52843463058573
2025-06-06,C_2,C,0.7730682248741906,41,16,2.9719084269801996
2025-06-06,C_3,C,0.7547708198738677,40,15,2.6380478521580946
2025-06-06,C_4,C,0.7678714165543684,37,16,1.89253361498579
2025-06-06,C_5,C,0.7752043973929699,44,17,2.831798439960615
2025-06-06,WFC_1,WFC,0.8368437668393569,38,19,1.8484788799521592
2025-06-06,WFC_2,WFC,0.8565686372399755,52,16,1.3593128024189485
2025-06-06,WFC_3,WFC,0.8416212409949306,46,16,1.5318801603626855
2025-06-06,WFC_4,WFC,0.837338667420004,49,16,1.5740446071538918
2025-06-06,WFC_5,WFC,0.82791075047655,50,15,2.2535189775824342
2025-06-09,JPM_1,JPM,0.8931546724403098,53,18,1.9919102379417424
2025-06-09,JPM_2,JPM,0.8987072110312143,49,17,2.1819916854576276
2025-06-09,JPM_3,JPM,0.9048479214369318,43,18,1.0756533296950659
2025-06-09,JPM_4,JPM,0.9009909592455099,56,18,0.5
2025-06-09,JPM_5,JPM,0.9126298939270452,52,19,1.8853888537261487
2025-06-09,BAC_1,BAC,0.8128321620356789,51,17,2.389271387638636
2025-06-09,BAC_2,BAC,0.8326173853204114,45,18,2.339858015301535
2025-06-09,BAC_3,BAC,0.7979332358033743,47,13,2.5075567636514435
2025-06-09,BAC_4,BAC,0.8007931090655425,42,17,2.0319423172876414
2025-06-09,BAC_5,BAC,0.802954634868307,45,17,1.7138665779885556
2025-06-09,C_1,C,0.765932864825652,45,15,3.250148318950867
2025-06-09,C_2,C,0.7958041909278807,42,16,3.018872660487033
2025-06-09,C_3,C,0.7518234137035711,34,15,2.663589508068163
2025-06-09,C_4,C,0.7511514238676199,43,18,3.0581136152674895
2025-06-09,C_5,C,0.7744564988373418,46,15,2.3655601000902315
2025-06-09,WFC_1,WFC,0.8681337323317784,51,17,1.0515178704201922
2025-06-09,WFC_2,WFC,0.8335749726044172,46,17,1.576251844463391
2025-06-09,WFC_3,WFC,0.8507608374095561,46,19,1.5448574611099561
2025-06-09,WFC_4,WFC,0.847353872925089,45,16,1.0009854025269367
2025-06-09,WFC_5,WFC,0.7954778089343169,45,15,3.1209484332867445
2025-06-10,JPM_1,JPM,0.8892867666237307,48,16,1.3637469963431987
2025-06-10,JPM_2,JPM,0.896653040425051,49,18,0.5
2025-06-10,JPM_3,JPM,0.8840494904374949,52,17,0.7482703110345807
2025-06-10,JPM_4,JPM,0.8913736424743937,56,19,1.7128591229845052
2025-06-10,JPM_5,JPM,0.8695790709669438,58,20,0.8783422728312267
2025-06-10,BAC_1,BAC,0.8442833238143416,42,18,0.9240344237755846
2025-06-10,BAC_2,BAC,0.8077646611739431,46,17,2.384618817727331
2025-06-10,BAC_3,BAC,0.8226133919459514,42,18,1.6600323669398291
2025-06-10,BAC_4,BAC,0.8119097755326627,50,15,2.267372802917447
2025-06-10,BAC_5,BAC,0.8193793147010047,54,18,1.1547333233349526
2025-06-10,C_1,C,0.8041286889191827,44,15,1.6339565405683516
2025-06-10,C_2,C,0.8004531623938401,42,16,2.030952844604952
2025-06-10,C_3,C,0.753770542990265,41,17,3.2228414123874343
2025-06-10,C_4,C,0.7228986305528229,38,13,2.616374685373633
2025-06-10,C_5,C,0.7654655840839364,43,16,2.5580566077944193
2025-06-10,WFC_1,WFC,0.8554182476360538,50,18,1.7533614984589894
2025-06-10,WFC_2,WFC,0.8144424437089317,44,17,2.1785181797468423
2025-06-10,WFC_3,WFC,0.8632873305956463,48,18,0.5
2025-06-10,WFC_4,WFC,0.8269900347578781,46,15,1.6205841526654219
2025-06-10,WFC_5,WFC,0.8260380195984726,47,18,1.0666985165788345
2025-06-11,JPM_1,JPM,0.9350909127842794,50,20,1.0577486387562929
2025-06-11,JPM_2,JPM,0.8974387564392041,50,20,0.5
2025-06-11,JPM_3,JPM,0.8813129235936167,57,16,2.683051261321328
2025-06-11,JPM_4,JPM,0.9021002074686113,50,19,1.5476942131884441
2025-06-11,JPM_5,JPM,0.8892995657149956,50,17,0.8408478261510723
2025-06-11,BAC_1,BAC,0.8229495346606465,40,15,1.8151538716728999
2025-06-11,BAC_2,BAC,0.8197097705407053,42,17,2.7912000689647116
2025-06-11,BAC_3,BAC,0.8370067112399247,49,17,2.5360902284069926
2025-06-11,BAC_4,BAC,0.8097290166934807,46,17,2.096803300647028
2025-06-11,BAC_5,BAC,0.8173398679108306,41,18,2.415223554212941
2025-06-11,C_1,C,0.7543024059202807,40,15,3.364420664096904
2025-06-11,C_2,C,0.7993000807156656,46,16,1.8818849345483881
2025-06-11,C_3,C,0.8017412444359049,45,15,2.26664997016267
2025-06-11,C_4,C,0.7491265124402825,39,16,2.6242665884146104
2025-06-11,C_5,C,0.7684098249169135,38,18,2.4914299609816335
2025-06-11,WFC_1,WFC,0.8282393150896358,45,16,2.126383285000967
2025-06-11,WFC_2,WFC,0.8153610038102013,45,16,1.7349681641783277
2025-06-11,WFC_3,WFC,0.823249937265001,40,16,1.9793675228850984
2025-06-11,WFC_4,WFC,0.8461282240622267,47,18,1.6918574131627095
2025-06-11,WFC_5,WFC,0.8170446701085485,43,17,2.0178762505182313
2025-06-12,JPM_1,JPM,0.8913626699057325,46,18,1.844386023613457
2025-06-12,JPM_2,JPM,0.9095704182818158,48,18,1.9741866579086218
2025-06-12,JPM_3,JPM,0.9231998693670587,46,19,0.5
2025-06-12,JPM_4,JPM,0.8937805453396411,51,17,1.384772443409339
2025-06-12,JPM_5,JPM,0.8698246265143554,47,17,1.4529583068348821
2025-06-12,BAC_1,BAC,0.8126630956666296,42,15,1.703283352869692
2025-06-12,BAC_2,BAC,0.8562013571271425,43,17,2.345739755719732
2025-06-12,BAC_3,BAC,0.7721031086297744,39,16,1.1680313331588519
2025-06-12,BAC_4,BAC,0.8184251463053839,49,17,1.7676906928912317
2025-06-12,BAC_5,BAC,0.8159981515546504,51,19,2.042915488731083
2025-06-12,C_1,C,0.7794085737403413,45,17,1.9842199119690676
2025-06-12,C_2,C,0.7814101975573997,50,17,2.937132657665589
2025-06-12,C_3,C,0.7757499857788082,44,16,2.800796252531497
2025-06-12,C_4,C,0.7678208583641024,39,13,2.3283343452316663
2025-06-12,C_5,C,0.748990639778892,36,15,3.0933389775240334
2025-06-12,WFC_1,WFC,0.8653010427810057,46,18,2.697177479975137
2025-06-12,WFC_2,WFC,0.8337136204300638,45,17,2.205831809132036
2025-06-12,WFC_3,WFC,0.8241566632797293,36,18,2.7542916249426996
2025-06-12,WFC_4,WFC,0.8270301865380568,51,18,3.2714496219968794
2025-06-12,WFC_5,WFC,0.8834832266530953,49,18,1.599993860036165
2025-06-13,JPM_1,JPM,0.8986732581763183,53,17,0.7805893261510264
2025-06-13,JPM_2,JPM,0.9009367847727534,45,19,0.5
2025-06-13,JPM_3,JPM,0.914148792661843,46,18,0.5
2025-06-13,JPM_4,JPM,0.8862792492136198,51,16,1.7084261935600424
2025-06-13,JPM_5,JPM,0.871468690381309,44,16,0.9053685346509924
2025-06-13,BAC_1,BAC,0.8258972505392798,47,15,2.3017415091814253
2025-06-13,BAC_2,BAC,0.8295042894711026,45,15,2.627685816464331
2025-06-13,BAC_3,BAC,0.8365008319493763,40,18,2.047946356023326
2025-06-13,BAC_4,BAC,0.8059203012162482,42,14,2.4076747293809637
2025-06-13,BAC_5,BAC,0.7936272461032932,38,16,1.566387985580375
2025-06-13,C_1,C,0.7739439981570855,39,15,3.330394938509095
2025-06-13,C_2,C,0.7921212202447383,41,15,3.306387705470204
2025-06-13,C_3,C,0.7882866556383101,39,16,2.2821389456726155
2025-06-13,C_4,C,0.752102231822106,37,15,2.611995307304639
2025-06-13,C_5,C,0.742573902775336,44,16,2.8380502193861235
2025-06-13,WFC_1,WFC,0.8129994399189534,44,17,1.1974233458756123
2025-06-13,WFC_2,WFC,0.8497456455737781,51,16,1.6323847508077214
2025-06-13,WFC_3,WFC,0.8096212190065062,42,16,3.0864880783445727
2025-06-13,WFC_4,WFC,0.7862000893170078,46,15,1.9374111208952003
2025-06-13,WFC_5,WFC,0.814877983144443,42,17,1.2535098439886658
2025-06-16,JPM_1,JPM,0.9012800350998844,50,19,0.8893904298646904
2025-06-16,JPM_2,JPM,0.9054185875974344,58,20,0.8634783365512163
2025-06-16,JPM_3,JPM,0.8835991295139042,50,17,1.005348478033338
2025-06-16,JPM_4,JPM,0.9128110673851638,46,19,0.7866867436668405
2025-06-16,JPM_5,JPM,0.8538146799481534,49,15,2.2240391993893214
2025-06-16,BAC_1,BAC,0.8189965816643802,38,17,2.763700220760212
2025-06-16,BAC_2,BAC,0.8286142090565958,51,14,2.2160622947887263
2025-06-16,BAC_3,BAC,0.8222449028934454,54,17,1.3879493587117582
2025-06-16,BAC_4,BAC,0.8116539723804947,45,14,0.9108540234129905
2025-06-16,BAC_5,BAC,0.8118624567360789,48,15,2.098004368142896
2025-06-16,C_1,C,0.7883535097482132,44,16,1.6585531042667874
2025-06-16,C_2,C,0.7708190673525356,44,16,3.1006411008073553
2025-06-16,C_3,C,0.7782475868887897,44,14,2.4778313930275404
2025-06-16,C_4,C,0.7416686164361848,39,15,3.0283805234051684
2025-06-16,C_5,C,0.7847421651956884,41,16,1.7879213319104004
2025-06-16,WFC_1,WFC,0.8353511986878612,53,18,1.8694416511940692
2025-06-16,WFC_2,WFC,0.8384230220292567,41,15,0.5930595570895822
2025-06-16,WFC_3,WFC,0.8771147636790609,47,17,1.6472448094551497
2025-06-16,WFC_4,WFC,0.844085034152469,40,17,2.268747049202773
2025-06-16,WFC_5,WFC,0.8509927237818748,50,18,2.1378293448921526
2025-06-17,JPM_1,JPM,0.8859294714672566,52,18,1.2604298300214487
2025-06-17,JPM_2,JPM,0.8764845272070042,43,18,1.657088365367965
2025-06-17,JPM_3,JPM,0.893137814250228,53,18,1.8258997521495157
2025-06-17,JPM_4,JPM,0.8873383563840263,48,19,1.4915913551566473
2025-06-17,JPM_5,JPM,0.8696310445114239,40,17,0.9160967045465357
2025-06-17,BAC_1,BAC,0.8169334797343591,39,14,2.7247873552263204
2025-06-17,BAC_2,BAC,0.812165897276485,45,14,1.7749738849990835
2025-06-17,BAC_3,BAC,0.8210953299023829,45,16,2.593329501091706
2025-06-17,BAC_4,BAC,0.8084630674412339,40,18,1.5277917183425815
2025-06-17,BAC_5,BAC,0.8367272088885784,49,17,1.1743377968660882
2025-06-17,C_1,C,0.783647579809624,43,14,1.4580360276480764
2025-06-17,C_2,C,0.7444857762700371,52,15,3.5723287210477794
2025-06-17,C_3,C,0.7997625627861534,42,17,1.936393546526331
2025-06-17,C_4,C,0.7350673895679823,30,14,2.402756887710342
2025-06-17,C_5,C,0.789734758304898,37,13,1.801928251718163
2025-06-17,WFC_1,WFC,0.8355257348620178,43,16,2.5145345604736535
2025-06-17,WFC_2,WFC,0.831281877157375,48,14,1.0662739392010812
2025-06-17,WFC_3,WFC,0.8158313206469541,43,14,1.9315269613754256
2025-06-17,WFC_4,WFC,0.8008283995017069,42,16,1.5113772987661311
2025-06-17,WFC_5,WFC,0.8217968093771226,41,16,0.900859842059861
2025-06-18,JPM_1,JPM,0.8828053972389626,42,18,0.5
2025-06-18,JPM_2,JPM,0.8912776076256403,44,18,0.5
2025-06-18,JPM_3,JPM,0.8790887069507439,44,18,1.0183329288071648
2025-06-18,JPM_4,JPM,0.8876551505715329,44,16,0.8263673776189431
2025-06-18,JPM_5,JPM,0.8622305677911991,47,19,0.5765763134745837
2025-06-18,BAC_1,BAC,0.8187271070595925,40,17,2.062036520642147
2025-06-18,BAC_2,BAC,0.7997084991038262,40,18,3.260574771239523
2025-06-18,BAC_3,BAC,0.8257728440962336,46,17,1.9407096769972008
2025-06-18,BAC_4,BAC,0.8012279178605964,38,16,2.237821527535035
2025-06-18,BAC_5,BAC,0.7844682565684629,45,17,1.8853356039032874
2025-06-18,C_1,C,0.7743596040796272,39,14,2.061639519765797
2025-06-18,C_2,C,0.7892537148035995,42,17,2.8328567148140498
2025-06-18,C_3,C,0.7765604574926323,46,17,2.0538216164641545
2025-06-18,C_4,C,0.7689706071754366,47,14,2.425656171805723
2025-06-18,C_5,C,0.7565357503576451,38,15,4.54907170981193
2025-06-18,WFC_1,WFC,0.8322420631364235,43,16,2.1862762348267406
2025-06-18,WFC_2,WFC,0.8422072098694832,46,16,1.8193528571934818
2025-06-18,WFC_3,WFC,0.8246482695574312,44,17,1.9522126689149002
2025-06-18,WFC_4,WFC,0.8154147393541936,42,15,1.4095427891660948
2025-06-18,WFC_5,WFC,0.8160866588714176,45,15,1.3224030475055715
2025-06-19,JPM_1,JPM,0.9227391704093308,57,20,0.869293843451257
2025-06-19,JPM_2,JPM,0.923823413750347,52,20,0.5936589500983044
2025-06-19,JPM_3,JPM,0.8976896725158721,39,18,0.8325887898050801
2025-06-19,JPM_4,JPM,0.890516120915252,46,18,0.5
2025-06-19,JPM_5,JPM,0.8788174777158365,47,16,1.859151693150456
2025-06-19,BAC_1,BAC,0.8443164309482861,47,17,2.4335134233593907
2025-06-19,BAC_2,BAC,0.8306122721620097,45,17,1.4932047066097558
2025-06-19,BAC_3,BAC,0.8185787393625594,45,18,1.822655666036944
2025-06-19,BAC_4,BAC,0.8302843206151505,44,17,1.4775364307716743
2025-06-19,BAC_5,BAC,0.80576772750211,42,15,3.022873554625833
2025-06-19,C_1,C,0.751237230644201,45,15,2.6050141444865793
2025-06-19,C_2,C,0.7704330783075626,42,16,4.0986604050262425
