date,issuer,cds_5y_bp
2025-10-15,JPM,54.14605971740859
2025-10-15,WFC,55.75715193495172
2025-10-16,BAC,58.93857647273752
2025-10-16,C,63.72728556099842
2025-10-16,JPM,54.686694399142425
2025-10-16,WFC,56.236112876816975
2025-10-17,BAC,59.67467350241709
2025-10-17,C,64.48705240521053
2025-10-17,JPM,55.700760082256764
2025-10-17,WFC,57.32080320612719
2025-10-20,BAC,60.561219179431234
2025-10-20,C,65.06977672040695
2025-10-20,JPM,55.723610868463496
2025-10-20,WFC,58.04755092706412
2025-10-21,BAC,60.094166231055404
2025-10-21,C,65.01263923999672
2025-10-21,JPM,55.734914137500326
2025-10-21,WFC,57.53797522006172
2025-10-22,BAC,60.00850152234
2025-10-22,C,64.99608944209203
2025-10-22,JPM,55.5609223758626
2025-10-22,WFC,57.28423287756775
2025-10-23,BAC,59.83645067010759
2025-10-23,C,64.40229983740909
2025-10-23,JPM,56.15905824679576
2025-10-23,WFC,57.55508499242499
2025-10-24,BAC,60.23146197123527
2025-10-24,C,64.37493595563356
2025-10-24,JPM,55.993259653752716
2025-10-24,WFC,58.11149962419113
2025-10-27,BAC,59.369670421802276
2025-10-27,C,63.36523880740484
2025-10-27,JPM,54.89063267506668
2025-10-27,WFC,56.827525770642566
2025-10-28,BAC,58.90077556063079
2025-10-28,C,63.22646349386526
2025-10-28,JPM,55.08353495663695
2025-10-28,WFC,56.76203106242562
2025-10-29,BAC,58.78594473123334
2025-10-29,C,63.3485701791471
2025-10-29,JPM,54.24464566386467
2025-10-29,WFC,56.74285686460482
2025-10-30,BAC,59.03659479519945
2025-10-30,C,63.53575742793908
2025-10-30,JPM,54.35024902769729
2025-10-30,WFC,56.89535066718468
2025-10-31,BAC,59.73938322718814
2025-10-31,C,63.75147411190669
2025-10-31,JPM,54.82023718341154
2025-10-31,WFC,57.52826359728433
2025-11-03,BAC,59.42219201518061
2025-11-03,C,62.85998779552559
2025-11-03,JPM,54.239828260381465
2025-11-03,WFC,56.612700602295845
2025-11-04,BAC,59.7465172053658
2025-11-04,C,62.56487750235392
2025-11-04,JPM,54.67470570778654
2025-11-04,WFC,56.72312955102625
2025-11-05,BAC,59.193547426620654
2025-11-05,C,62.8822988562683
2025-11-05,JPM,54.3540359441211
2025-11-05,WFC,56.6121807735149
2025-11-06,BAC,59.43319826011734
2025-11-06,C,63.03567821669271
2025-11-06,JPM,53.868075720829566
2025-11-06,WFC,56.798944605053094
2025-11-07,BAC,59.14358274918877
2025-11-07,C,63.21671122282412
2025-11-07,JPM,53.385825786782796
2025-11-07,WFC,56.97956228506062
2025-11-10,BAC,59.425560202207244
2025-11-10,C,63.91372491039632
2025-11-10,JPM,54.041682123596836
2025-11-10,WFC,56.471545930294845
2025-11-11,BAC,60.05369281884149
2025-11-11,C,64.71300822708214
2025-11-11,JPM,55.056182981596805
2025-11-11,WFC,57.02453823597032
2025-11-12,BAC,59.77615487373481
2025-11-12,C,64.82423698395756
2025-11-12,JPM,55.3672924150907
2025-11-12,WFC,57.036857206747456
2025-11-13,BAC,59.7321283775049
2025-11-13,C,63.89608052833707
2025-11-13,JPM,54.78527637984885
2025-11-13,WFC,57.31261480016392
2025-11-14,BAC,60.70404199475474
2025-11-14,C,63.7245861457426
2025-11-14,JPM,55.24282279438214
2025-11-14,WFC,57.43584183308855
2025-11-17,BAC,60.604925125321735
2025-11-17,C,63.52866883330145
2025-11-17,JPM,55.175323705697565
2025-11-17,WFC,57.24593448563377
2025-11-18,BAC,61.130909625220745
2025-11-18,C,64.00348831987242
2025-11-18,JPM,55.47937000415632
2025-11-18,WFC,58.470518860182416
2025-11-19,BAC,60.20954176233764
2025-11-19,C,64.23287730676762
2025-11-19,JPM,54.79538548269125
2025-11-19,WFC,58.72219930130654
2025-11-20,BAC,59.895524705819454
2025-11-20,C,64.99529162211189
2025-11-20,JPM,54.77522339893697
2025-11-20,WFC,58.9958328569772
2025-11-21,BAC,59.094343051013446
2025-11-21,C,64.96754081125425
2025-11-21,JPM,55.01983258324194
2025-11-21,WFC,58.47299455155673
2025-11-24,BAC,59.28086498328358
2025-11-24,C,64.90656438497112
2025-11-24,JPM,55.83428370424379
2025-11-24,WFC,58.424748541213894
2025-11-25,BAC,59.08453309926504
2025-11-25,C,64.88841998729502
2025-11-25,JPM,55.9617855070179
2025-11-25,WFC,57.830418517701965
2025-11-26,BAC,59.07512882111985
2025-11-26,C,64.40934909340571
2025-11-26,JPM,55.98284647830132
2025-11-26,WFC,56.38920965578524
2025-11-27,BAC,59.87845558293921
2025-11-27,C,64.82375789229647
2025-11-27,JPM,55.655910224172985
2025-11-27,WFC,56.65709063429227
2025-11-28,BAC,59.13164063090144
2025-11-28,C,65.05883940609804
2025-11-28,JPM,55.13428837388385
2025-11-28,WFC,55.633722919910475
2025-12-01,BAC,59.37673918654108
2025-12-01,C,64.62482004729958
2025-12-01,JPM,54.92033270952021
2025-12-01,WFC,55.12051460579825
2025-12-02,BAC,60.15732903394691
2025-12-02,C,64.9361892530445
2025-12-02,JPM,55.02540090340646
2025-12-02,WFC,56.21702403675606
2025-12-03,BAC,60.500212245794856
2025-12-03,C,64.55607461073328
2025-12-03,JPM,54.99715413337191
2025-12-03,WFC,56.670108623782816
2025-12-04,BAC,59.49418580587377
2025-12-04,C,64.22711845476077
2025-12-04,JPM,54.091860334424396
2025-12-04,WFC,55.66845786091064
2025-12-05,BAC,59.61491284675719
2025-12-05,C,64.42986071253429
2025-12-05,JPM,53.640410468270744
2025-12-05,WFC,55.39305000213186
2025-12-08,BAC,60.08439768251092
2025-12-08,C,63.997663126822275
2025-12-08,JPM,53.41587759031354
2025-12-08,WFC,55.34717024934373
2025-12-09,BAC,59.919849606958145
2025-12-09,C,63.726776411277115
2025-12-09,JPM,52.84282833347645
2025-12-09,WFC,55.71872761690163
2025-12-10,BAC,60.90865839699487
2025-12-10,C,64.28106836152162
2025-12-10,JPM,53.31968359575771
2025-12-10,WFC,56.887274972689525
2025-12-11,BAC,60.8773930685083
2025-12-11,C,63.61776898910012
2025-12-11,JPM,53.220426898570004
2025-12-11,WFC,56.77683087877452
2025-12-12,BAC,61.17849809228772
2025-12-12,C,64.02663845215316
2025-12-12,JPM,53.23333159694498
2025-12-12,WFC,57.16820611627689
2025-12-15,BAC,60.63297786656469
2025-12-15,C,63.58243324091943
2025-12-15,JPM,53.28922244256945
2025-12-15,WFC,56.03909596783999
2025-12-16,BAC,60.15278883535302
2025-12-16,C,62.830918549696634
2025-12-16,JPM,52.86312342642215
2025-12-16,WFC,55.92124763079368
2025-12-17,BAC,59.5706356163585
2025-12-17,C,62.60374472739046
2025-12-17,JPM,52.27273323836512
2025-12-17,WFC,55.99262428132641
2025-12-18,BAC,59.7010258559027
2025-12-18,C,62.78268738770606
2025-12-18,JPM,51.72722886170783
2025-12-18,WFC,55.54919464410228
2025-12-19,BAC,60.1421837299752
2025-12-19,C,62.985973878272276
2025-12-19,JPM,51.663027214338484
2025-12-19,WFC,55.69043550700037
2025-12-22,BAC,58.664406439683475
2025-12-22,C,61.82656792927844
2025-12-22,JPM,50.29467877161957
2025-12-22,WFC,54.069586525183375
2025-12-23,BAC,58.81458965307811
2025-12-23,C,62.03399921990516
2025-12-23,JPM,49.829848632229464
2025-12-23,WFC,54.148804652199686
2025-12-24,BAC,58.092505356038295
2025-12-24,C,61.494650891956965
2025-12-24,JPM,49.53241063900472
2025-12-24,WFC,53.497082274003155
2025-12-25,BAC,57.544528961772414
2025-12-25,C,61.037711877921474
2025-12-25,JPM,48.62490306919782
2025-12-25,WFC,52.845318363093135
2025-12-26,BAC,57.337564380902556
2025-12-26,C,61.26776196496693
2025-12-26,JPM,47.86962025062571
2025-12-26,WFC,52.57935123866865
2025-12-29,BAC,56.857986400656486
2025-12-29,C,60.89596003714817
2025-12-29,JPM,47.568252733501474
2025-12-29,WFC,52.20781323096513
2025-12-30,BAC,57.56032024296985
2025-12-30,C,60.37165332333135
2025-12-30,JPM,48.05160730274285
2025-12-30,WFC,52.743593165735135
2025-12-31,BAC,58.097553163288026
2025-12-31,C,60.42620599243479
2025-12-31,JPM,48.39505600981496
2025-12-31,WFC,52.6727171719557
2026-01-01,BAC,58.12059408390941
2026-01-01,C,60.0638063838098
2026-01-01,JPM,47.99293730647276
2026-01-01,WFC,52.561463209898896
2026-01-02,BAC,57.41566740921148
2026-01-02,C,60.56486139967048
2026-01-02,JPM,48.712565374422816
2026-01-02,WFC,53.40515779807733
2026-01-05,BAC,57.52429931899581
2026-01-05,C,61.15732958500629
2026-01-05,JPM,49.934008058329944
2026-01-05,WFC,54.8015950782132
2026-01-06,BAC,57.64007170914285
2026-01-06,C,61.780375940932004
2026-01-06,JPM,50.37821708927657
2026-01-06,WFC,55.774111649446894
2026-01-07,BAC,57.78964967483099
2026-01-07,C,62.57320872977301
2026-01-07,JPM,51.45443587788838
2026-01-07,WFC,56.26838144033728
2026-01-08,BAC,58.063791040012845
2026-01-08,C,63.21554609286379
2026-01-08,JPM,51.85658819526033
2026-01-08,WFC,56.36338475251
2026-01-09,BAC,58.60196064813465
2026-01-09,C,64.07414805036238
2026-01-09,JPM,53.04095169388495
2026-01-09,WFC,57.111215051024224
2026-01-12,BAC,58.243037937435105
2026-01-12,C,63.824173214465816
2026-01-12,JPM,52.569052736778886
2026-01-12,WFC,55.42060692730001
2026-01-13,BAC,57.80484355907132
2026-01-13,C,62.58407998202052
2026-01-13,JPM,51.21322865179971
2026-01-13,WFC,54.8181472572151
2026-01-14,BAC,57.06966958389597
2026-01-14,C,62.18063805412298
2026-01-14,JPM,50.82211824205665
2026-01-14,WFC,54.40526042061365
2026-01-15,BAC,56.748959717976454
2026-01-15,C,62.428135114189665
2026-01-15,JPM,51.55063857230578
2026-01-15,WFC,54.16489349512543
2026-01-16,BAC,56.58003913394097
2026-01-16,C,62.82229522356176
2026-01-16,JPM,51.383730468012025
2026-01-16,WFC,54.054064973937436
2026-01-19,BAC,57.27531667468373
2026-01-19,C,63.51918767512608
2026-01-19,JPM,51.337468230100086
2026-01-19,WFC,55.232492932323744
2026-01-20,BAC,57.027002891319405
2026-01-20,C,63.19450212345839
2026-01-20,JPM,51.43561065401169
2026-01-20,WFC,54.805725493856734
2026-01-21,BAC,56.807995023247926
2026-01-21,C,63.31056882180345
2026-01-21,JPM,51.563051932099896
2026-01-21,WFC,54.81204950383843
2026-01-22,BAC,57.4842536128813
2026-01-22,C,63.68110195808644
2026-01-22,JPM,51.45241733139736
2026-01-22,WFC,54.682332295425795
2026-01-23,BAC,58.21891454921991
2026-01-23,C,63.52784203225168
2026-01-23,JPM,51.34930813668958
2026-01-23,WFC,55.307537495290624
2026-01-26,BAC,57.563909024991815
2026-01-26,C,63.61287837613295
2026-01-26,JPM,51.29067110705804
2026-01-26,WFC,55.51752274173942
2026-01-27,BAC,58.093879411542915
2026-01-27,C,64.69451714387115
2026-01-27,JPM,51.692458380162044
2026-01-27,WFC,56.51078568079185
2026-01-28,BAC,58.167818020960645
2026-01-28,C,65.00518815055699
2026-01-28,JPM,51.89035818568806
2026-01-28,WFC,56.96122590353696
2026-01-29,BAC,57.99369917873132
2026-01-29,C,64.39235510903043
2026-01-29,JPM,51.23458739765192
2026-01-29,WFC,57.272348618017276
2026-01-30,BAC,57.917786151193
2026-01-30,C,64.39651181714035
2026-01-30,JPM,51.82568893794283
2026-01-30,WFC,57.72687399782818
2026-02-02,BAC,57.59374476634781
2026-02-02,C,63.948011591701665
2026-02-02,JPM,51.76550470215848
2026-02-02,WFC,58.33203055712242
2026-02-03,BAC,57.33944563650621
2026-02-03,C,63.99304699833407
2026-02-03,JPM,51.55897826322712
2026-02-03,WFC,58.45978269572505
2026-02-04,BAC,57.65763055184191
2026-02-04,C,63.82965678821601
2026-02-04,JPM,51.29129915258108
2026-02-04,WFC,58.464824943289265
2026-02-05,BAC,57.99459910442512
2026-02-05,C,63.319180792566534
2026-02-05,JPM,50.960453629612225
2026-02-05,WFC,58.29950033283387
2026-02-06,BAC,57.872834528188946
2026-02-06,C,62.776769546481944
2026-02-06,JPM,51.082784113224754
2026-02-06,WFC,58.434837646135804
2026-02-09,BAC,57.91400471509383
2026-02-09,C,63.15843462489863
2026-02-09,JPM,51.419166259610186
2026-02-09,WFC,58.21612705290869
2026-02-10,BAC,58.34227114426491
2026-02-10,C,64.57446749859817
2026-02-10,JPM,52.5327122453722
2026-02-10,WFC,58.65241553344428
2026-02-11,BAC,57.97974103339868
2026-02-11,C,63.80185276206901
2026-02-11,JPM,51.76950523989986
2026-02-11,WFC,58.27765896939354
2026-02-12,BAC,58.626306271899026
2026-02-12,C,65.1175712716368
2026-02-12,JPM,52.30982264033624
2026-02-12,WFC,59.06150599673482
